Year,Period,Trade Flow,Reporter,Reporter ISO,Partner,Customs,Mode of Transport,Commodity Code,Commodity,Trade_value,FOB Trade Value (US$)
2017,2017,X,New Zealand,NZL,World,All CPCs,All MOTs,TOTAL,All Commodities,38050286199 ,38050286200
2017,2017,X,Nicaragua,NIC,World,All CPCs,All MOTs,TOTAL,All Commodities,4925581177 ,4925581178
2017,2017,X,Niger,NER,World,All CPCs,All MOTs,TOTAL,All Commodities,1992358402 ,1992358403
2017,2017,X,Nigeria,NGA,World,All CPCs,All MOTs,TOTAL,All Commodities,44466366757 ,44466366757
2017,2017,X,Norway,NOR,World,All CPCs,All MOTs,TOTAL,All Commodities,102000000000 ,1.02E+11
2018,2018,X,Aruba,ABW,World,All CPCs,All MOTs,TOTAL,All Commodities,69762736 ,69762736.87
2018,2018,X,New Zealand,NZL,World,All CPCs,All MOTs,TOTAL,All Commodities,39838898880 ,39838898880
2018,2018,X,Nicaragua,NIC,World,All CPCs,All MOTs,TOTAL,All Commodities,5013907569 ,5013907570
2018,2018,X,Niger,NER,World,All CPCs,All MOTs,TOTAL,All Commodities,1564627862 ,1564627863
2018,2018,X,Nigeria,NGA,World,All CPCs,All MOTs,TOTAL,All Commodities,62399742736 ,62399742737
2018,2018,X,Norway,NOR,World,All CPCs,All MOTs,TOTAL,All Commodities,123000000000 ,1.23E+11
2017,2017,X,Palau,PLW,World,All CPCs,All MOTs,TOTAL,All Commodities,6419759 ,6419759.86
2017,2017,X,Pakistan,PAK,World,All CPCs,All MOTs,TOTAL,All Commodities,21877787164 ,21877787164
2017,2017,X,Panama,PAN,World,All CPCs,All MOTs,TOTAL,All Commodities,10600819757 ,10600819757
2017,2017,X,Paraguay,PRY,World,All CPCs,All MOTs,TOTAL,All Commodities,8679833045 ,8679833045
2017,2017,X,Peru,PER,World,All CPCs,All MOTs,TOTAL,All Commodities,44237949422 ,44237949423
2017,2017,X,Philippines,PHL,World,All CPCs,All MOTs,TOTAL,All Commodities,68712611186 ,68712611186
2018,2018,X,Palau,PLW,World,All CPCs,All MOTs,TOTAL,All Commodities,8620908 ,8620908.05
2018,2018,X,Pakistan,PAK,World,All CPCs,All MOTs,TOTAL,All Commodities,23630892979 ,23630892980
2018,2018,X,Paraguay,PRY,World,All CPCs,All MOTs,TOTAL,All Commodities,9042469470 ,9042469470
2018,2018,X,Peru,PER,World,All CPCs,All MOTs,TOTAL,All Commodities,48015148375 ,48015148375
2018,2018,X,Philippines,PHL,World,All CPCs,All MOTs,TOTAL,All Commodities,67487668298 ,67487668298
2017,2017,X,Poland,POL,World,All CPCs,All MOTs,TOTAL,All Commodities,221000000000 ,2.21E+11
2017,2017,X,Portugal,PRT,World,All CPCs,All MOTs,TOTAL,All Commodities,62116840516 ,62116840516
2017,2017,X,Timor-Leste,TLS,World,All CPCs,All MOTs,TOTAL,All Commodities,24174262 ,24174262.76
2017,2017,X,Qatar,QAT,World,All CPCs,All MOTs,TOTAL,All Commodities,67498105851 ,67498105852
2017,2017,X,Romania,ROU,World,All CPCs,All MOTs,TOTAL,All Commodities,70626887499 ,70626887500
2018,2018,X,Poland,POL,World,All CPCs,All MOTs,TOTAL,All Commodities,262000000000 ,2.62E+11
2018,2018,X,Portugal,PRT,World,All CPCs,All MOTs,TOTAL,All Commodities,74135905807 ,74135905808
2018,2018,X,Qatar,QAT,World,All CPCs,All MOTs,TOTAL,All Commodities,84904616757 ,84904616757
2018,2018,X,Romania,ROU,World,All CPCs,All MOTs,TOTAL,All Commodities,80077606266 ,80077606267
2017,2017,X,Russian Federation,RUS,World,All CPCs,All MOTs,TOTAL,All Commodities,379000000000 ,3.79E+11
2017,2017,X,Rwanda,RWA,World,All CPCs,All MOTs,TOTAL,All Commodities,942651251 ,942651252
2017,2017,X,Saint Kitts and Nevis,KNA,World,All CPCs,All MOTs,TOTAL,All Commodities,33245644 ,33245644.23
2017,2017,X,Saint Lucia,LCA,World,All CPCs,All MOTs,TOTAL,All Commodities,141655244 ,141655244.4
2017,2017,X,Saint Vincent and the Grenadines,VCT,World,All CPCs,All MOTs,TOTAL,All Commodities,42299408 ,42299408.86
2017,2017,X,Sao Tome and Principe,STP,World,All CPCs,All MOTs,TOTAL,All Commodities,10562590 ,10562590.92
2017,2017,X,Saudi Arabia,SAU,World,All CPCs,All MOTs,TOTAL,All Commodities,222000000000 ,2.22E+11
2017,2017,X,Senegal,SEN,World,All CPCs,All MOTs,TOTAL,All Commodities,2995885808 ,2995885809
2017,2017,X,Serbia,SRB,World,All CPCs,All MOTs,TOTAL,All Commodities,16959040119 ,16959040119
2018,2018,X,Russian Federation,RUS,World,All CPCs,All MOTs,TOTAL,All Commodities,451000000000 ,4.51E+11
2018,2018,X,Rwanda,RWA,World,All CPCs,All MOTs,TOTAL,All Commodities,1004201169 ,1004201169
2018,2018,X,Saint Lucia,LCA,World,All CPCs,All MOTs,TOTAL,All Commodities,116813983 ,116813983.6
2018,2018,X,Saint Vincent and the Grenadines,VCT,World,All CPCs,All MOTs,TOTAL,All Commodities,43665885 ,43665885.79
2018,2018,X,Sao Tome and Principe,STP,World,All CPCs,All MOTs,TOTAL,All Commodities,12087302 ,12087302.46
2018,2018,X,Saudi Arabia,SAU,World,All CPCs,All MOTs,TOTAL,All Commodities,295000000000 ,2.95E+11
2018,2018,X,Senegal,SEN,World,All CPCs,All MOTs,TOTAL,All Commodities,3623242949 ,3623242950
2018,2018,X,Serbia,SRB,World,All CPCs,All MOTs,TOTAL,All Commodities,19239126973 ,19239126973
2017,2017,X,Seychelles,SYC,World,All CPCs,All MOTs,TOTAL,All Commodities,591585318 ,591585318.2
2017,2017,X,Sierra Leone,SLE,World,All CPCs,All MOTs,TOTAL,All Commodities,102651588 ,102651588.8
2017,2017,X,India,IND,World,All CPCs,All MOTs,TOTAL,All Commodities,294000000000 ,2.94E+11
2017,2017,X,Singapore,SGP,World,All CPCs,All MOTs,TOTAL,All Commodities,373000000000 ,3.73E+11
2018,2018,X,Seychelles,SYC,World,All CPCs,All MOTs,TOTAL,All Commodities,846972441 ,846972441.7
2018,2018,X,Sierra Leone,SLE,World,All CPCs,All MOTs,TOTAL,All Commodities,205368284 ,205368284.3
2018,2018,X,India,IND,World,All CPCs,All MOTs,TOTAL,All Commodities,322000000000 ,3.22E+11
2018,2018,X,Singapore,SGP,World,All CPCs,All MOTs,TOTAL,All Commodities,412000000000 ,4.12E+11
2017,2017,X,Slovakia,SVK,World,All CPCs,All MOTs,TOTAL,All Commodities,83475386333 ,83475386333
2017,2017,X,Viet Nam,VNM,World,All CPCs,All MOTs,TOTAL,All Commodities,215000000000 ,2.15E+11
2017,2017,X,Slovenia,SVN,World,All CPCs,All MOTs,TOTAL,All Commodities,31893789564 ,31893789564
2017,2017,X,South Africa,ZAF,World,All CPCs,All MOTs,TOTAL,All Commodities,88233218989 ,88233218990
2018,2018,X,Slovakia,SVK,World,All CPCs,All MOTs,TOTAL,All Commodities,93403168103 ,93403168103
2018,2018,X,Viet Nam,VNM,World,All CPCs,All MOTs,TOTAL,All Commodities,244000000000 ,2.44E+11
2018,2018,X,Slovenia,SVN,World,All CPCs,All MOTs,TOTAL,All Commodities,36471278939 ,36471278939
2018,2018,X,South Africa,ZAF,World,All CPCs,All MOTs,TOTAL,All Commodities,93677434344 ,93677434345
2017,2017,X,Zimbabwe,ZWE,World,All CPCs,All MOTs,TOTAL,All Commodities,3480381866 ,3480381867
2017,2017,X,Spain,ESP,World,All CPCs,All MOTs,TOTAL,All Commodities,312000000000 ,3.12E+11
2018,2018,X,Zimbabwe,ZWE,World,All CPCs,All MOTs,TOTAL,All Commodities,4037267069 ,4037267070
2018,2018,X,Spain,ESP,World,All CPCs,All MOTs,TOTAL,All Commodities,346000000000 ,3.46E+11
2017,2017,X,Sudan,SDN,World,All CPCs,All MOTs,TOTAL,All Commodities,4240642666 ,4240642667
2017,2017,X,Suriname,SUR,World,All CPCs,All MOTs,TOTAL,All Commodities,1441019455 ,1441019455
2017,2017,X,Eswatini,SWZ,World,All CPCs,All MOTs,TOTAL,All Commodities,1801000657 ,1801000657
2017,2017,X,Sweden,SWE,World,All CPCs,All MOTs,TOTAL,All Commodities,153000000000 ,1.53E+11
2018,2018,X,Sudan,SDN,World,All CPCs,All MOTs,TOTAL,All Commodities,3619251504 ,3619251504
2018,2018,X,Suriname,SUR,World,All CPCs,All MOTs,TOTAL,All Commodities,1502817149 ,1502817150
2018,2018,X,Eswatini,SWZ,World,All CPCs,All MOTs,TOTAL,All Commodities,1842438001 ,1842438001
2018,2018,X,Sweden,SWE,World,All CPCs,All MOTs,TOTAL,All Commodities,166000000000 ,1.66E+11
2017,2017,X,Switzerland,CHE,World,All CPCs,All MOTs,TOTAL,All Commodities,299000000000 ,2.99E+11
2017,2017,X,Thailand,THA,World,All CPCs,All MOTs,TOTAL,All Commodities,237000000000 ,2.37E+11
2018,2018,X,Switzerland,CHE,World,All CPCs,All MOTs,TOTAL,All Commodities,311000000000 ,3.11E+11
2018,2018,X,Thailand,THA,World,All CPCs,All MOTs,TOTAL,All Commodities,252000000000 ,2.52E+11
2017,2017,X,Togo,TGO,World,All CPCs,All MOTs,TOTAL,All Commodities,867057011 ,867057011.2
2017,2017,X,United Arab Emirates,ARE,World,All CPCs,All MOTs,TOTAL,All Commodities,314000000000 ,3.14E+11
2017,2017,X,Tunisia,TUN,World,All CPCs,All MOTs,TOTAL,All Commodities,14199816336 ,14199816336
2018,2018,X,Togo,TGO,World,All CPCs,All MOTs,TOTAL,All Commodities,1024037778 ,1024037779
2018,2018,X,United Arab Emirates,ARE,World,All CPCs,All MOTs,TOTAL,All Commodities,388000000000 ,3.88E+11
2018,2018,X,Tunisia,TUN,World,All CPCs,All MOTs,TOTAL,All Commodities,15521228910 ,15521228910
2017,2017,X,Turkey,TUR,World,All CPCs,All MOTs,TOTAL,All Commodities,157000000000 ,1.57E+11
2017,2017,X,Uganda,UGA,World,All CPCs,All MOTs,TOTAL,All Commodities,2901465679 ,2901465680
2017,2017,X,Ukraine,UKR,World,All CPCs,All MOTs,TOTAL,All Commodities,43428391056 ,43428391056
2017,2017,X,North Macedonia,MKD,World,All CPCs,All MOTs,TOTAL,All Commodities,5682803081 ,5682803081
2017,2017,X,Egypt,EGY,World,All CPCs,All MOTs,TOTAL,All Commodities,26434038485 ,26434038486
2018,2018,X,Turkey,TUR,World,All CPCs,All MOTs,TOTAL,All Commodities,168000000000 ,1.68E+11
2018,2018,X,Uganda,UGA,World,All CPCs,All MOTs,TOTAL,All Commodities,3087363576 ,3087363576
2018,2018,X,Ukraine,UKR,World,All CPCs,All MOTs,TOTAL,All Commodities,47334679853 ,47334679854
2018,2018,X,North Macedonia,MKD,World,All CPCs,All MOTs,TOTAL,All Commodities,6906336855 ,6906336855
2018,2018,X,Egypt,EGY,World,All CPCs,All MOTs,TOTAL,All Commodities,29483042042 ,29483042043
2017,2017,X,United Kingdom,GBR,World,All CPCs,All MOTs,TOTAL,All Commodities,442000000000 ,4.42E+11
2017,2017,X,United Rep. of Tanzania,TZA,World,All CPCs,All MOTs,TOTAL,All Commodities,4178109062 ,4178109063
2018,2018,X,United Kingdom,GBR,World,All CPCs,All MOTs,TOTAL,All Commodities,491000000000 ,4.91E+11
2018,2018,X,United Rep. of Tanzania,TZA,World,All CPCs,All MOTs,TOTAL,All Commodities,3669212438 ,3669212439
2017,2017,X,USA,USA,World,All CPCs,All MOTs,TOTAL,All Commodities,1550000000000 ,1.55E+12
2018,2018,X,USA,USA,World,All CPCs,All MOTs,TOTAL,All Commodities,1670000000000 ,1.67E+12
2017,2017,X,Burkina Faso,BFA,World,All CPCs,All MOTs,TOTAL,All Commodities,2790162435 ,2790162436
2017,2017,X,Uruguay,URY,World,All CPCs,All MOTs,TOTAL,All Commodities,7889387375 ,7889387375
2017,2017,X,Uzbekistan,UZB,World,All CPCs,All MOTs,TOTAL,All Commodities,10079471003 ,10079471003
2017,2017,X,Samoa,WSM,World,All CPCs,All MOTs,TOTAL,All Commodities,44401814 ,44401814.2
2017,2017,X,Zambia,ZMB,World,All CPCs,All MOTs,TOTAL,All Commodities,8006789539 ,8006789539
2018,2018,X,Burkina Faso,BFA,World,All CPCs,All MOTs,TOTAL,All Commodities,3283185327 ,3283185327
2018,2018,X,Uruguay,URY,World,All CPCs,All MOTs,TOTAL,All Commodities,7498004935 ,7498004935
2018,2018,X,Uzbekistan,UZB,World,All CPCs,All MOTs,TOTAL,All Commodities,10919011727 ,10919011727
2018,2018,X,Samoa,WSM,World,All CPCs,All MOTs,TOTAL,All Commodities,46101305 ,46101305.35
2018,2018,X,Yemen,YEM,World,All CPCs,All MOTs,TOTAL,All Commodities,15456132 ,15456132.07
2018,2018,X,Zambia,ZMB,World,All CPCs,All MOTs,TOTAL,All Commodities,9043157369 ,9043157369
2015,2015,X,Afghanistan,AFG,World,All CPCs,All MOTs,TOTAL,All Commodities,571404967 ,571404967
2015,2015,X,Albania,ALB,World,All CPCs,All MOTs,TOTAL,All Commodities,1929657032 ,1929657032
2015,2015,X,Algeria,DZA,World,All CPCs,All MOTs,TOTAL,All Commodities,34795951491 ,34795951491
2015,2015,X,Andorra,AND,World,All CPCs,All MOTs,TOTAL,All Commodities,89501934 ,89501934.95
2015,2015,X,Angola,AGO,World,All CPCs,All MOTs,TOTAL,All Commodities,33924937478 ,33924937478
2015,2015,X,Antigua and Barbuda,ATG,World,All CPCs,All MOTs,TOTAL,All Commodities,26045541 ,26045541
2015,2015,X,Azerbaijan,AZE,World,All CPCs,All MOTs,TOTAL,All Commodities,12646293676 ,12646293677
2015,2015,X,Argentina,ARG,World,All CPCs,All MOTs,TOTAL,All Commodities,56783952503 ,56783952504
2015,2015,X,Australia,AUS,World,All CPCs,All MOTs,TOTAL,All Commodities,188000000000 ,1.88E+11
2016,2016,X,Afghanistan,AFG,World,All CPCs,All MOTs,TOTAL,All Commodities,596455337 ,596455337
2016,2016,X,Albania,ALB,World,All CPCs,All MOTs,TOTAL,All Commodities,1962117416 ,1962117416
2016,2016,X,Algeria,DZA,World,All CPCs,All MOTs,TOTAL,All Commodities,29992101470 ,29992101470
2016,2016,X,Andorra,AND,World,All CPCs,All MOTs,TOTAL,All Commodities,96912958 ,96912958.67
2016,2016,X,Angola,AGO,World,All CPCs,All MOTs,TOTAL,All Commodities,28057499522 ,28057499522
2016,2016,X,Antigua and Barbuda,ATG,World,All CPCs,All MOTs,TOTAL,All Commodities,61043254 ,61043254
2016,2016,X,Azerbaijan,AZE,World,All CPCs,All MOTs,TOTAL,All Commodities,13380818566 ,13380818567
2016,2016,X,Argentina,ARG,World,All CPCs,All MOTs,TOTAL,All Commodities,57879346239 ,57879346239
2016,2016,X,Australia,AUS,World,All CPCs,All MOTs,TOTAL,All Commodities,190000000000 ,1.90E+11
2015,2015,X,Austria,AUT,World,All CPCs,All MOTs,TOTAL,All Commodities,145000000000 ,1.45E+11
2016,2016,X,Austria,AUT,World,All CPCs,All MOTs,TOTAL,All Commodities,145000000000 ,1.45E+11
2015,2015,X,Bahamas,BHS,World,All CPCs,All MOTs,TOTAL,All Commodities,442781375 ,442781375
2015,2015,X,Bahrain,BHR,World,All CPCs,All MOTs,TOTAL,All Commodities,13882170668 ,13882170669
2015,2015,X,Bangladesh,BGD,World,All CPCs,All MOTs,TOTAL,All Commodities,31734162419 ,31734162419
2015,2015,X,Armenia,ARM,World,All CPCs,All MOTs,TOTAL,All Commodities,1482667349 ,1482667349
2015,2015,X,Barbados,BRB,World,All CPCs,All MOTs,TOTAL,All Commodities,482751934 ,482751934
2015,2015,X,Belgium,BEL,World,All CPCs,All MOTs,TOTAL,All Commodities,398000000000 ,3.98E+11
2016,2016,X,Bahamas,BHS,World,All CPCs,All MOTs,TOTAL,All Commodities,402712422 ,402712422
2016,2016,X,Bahrain,BHR,World,All CPCs,All MOTs,TOTAL,All Commodities,10545888964 ,10545888964
2016,2016,X,Armenia,ARM,World,All CPCs,All MOTs,TOTAL,All Commodities,1807789510 ,1807789510
2016,2016,X,Barbados,BRB,World,All CPCs,All MOTs,TOTAL,All Commodities,516825882 ,516825882
2016,2016,X,Belgium,BEL,World,All CPCs,All MOTs,TOTAL,All Commodities,398000000000 ,3.98E+11
2015,2015,X,Bermuda,BMU,World,All CPCs,All MOTs,TOTAL,All Commodities,8622430 ,8622430
2015,2015,X,Bolivia (Plurinational State of),BOL,World,All CPCs,All MOTs,TOTAL,All Commodities,8923115382 ,8923115383
2015,2015,X,Bosnia Herzegovina,BIH,World,All CPCs,All MOTs,TOTAL,All Commodities,5099185764 ,5099185764
2015,2015,X,Botswana,BWA,World,All CPCs,All MOTs,TOTAL,All Commodities,6329746618 ,6329746618
2015,2015,X,Brazil,BRA,World,All CPCs,All MOTs,TOTAL,All Commodities,191000000000 ,1.91E+11
2015,2015,X,Belize,BLZ,World,All CPCs,All MOTs,TOTAL,All Commodities,313895185 ,313895185
2015,2015,X,Solomon Isds,SLB,World,All CPCs,All MOTs,TOTAL,All Commodities,400400592 ,400400592
2015,2015,X,Brunei Darussalam,BRN,World,All CPCs,All MOTs,TOTAL,All Commodities,6352662492 ,6352662492
2016,2016,X,Bermuda,BMU,World,All CPCs,All MOTs,TOTAL,All Commodities,8317389 ,8317389
2016,2016,X,Bolivia (Plurinational State of),BOL,World,All CPCs,All MOTs,TOTAL,All Commodities,7228167701 ,7228167702
2016,2016,X,Bosnia Herzegovina,BIH,World,All CPCs,All MOTs,TOTAL,All Commodities,5327578339 ,5327578339
2016,2016,X,Botswana,BWA,World,All CPCs,All MOTs,TOTAL,All Commodities,7320705826 ,7320705826
2016,2016,X,Brazil,BRA,World,All CPCs,All MOTs,TOTAL,All Commodities,185000000000 ,1.85E+11
2016,2016,X,Belize,BLZ,World,All CPCs,All MOTs,TOTAL,All Commodities,246162629 ,246162629
2016,2016,X,Solomon Isds,SLB,World,All CPCs,All MOTs,TOTAL,All Commodities,437303074 ,437303074
2016,2016,X,Brunei Darussalam,BRN,World,All CPCs,All MOTs,TOTAL,All Commodities,4875075307 ,4875075307
2015,2015,X,Bulgaria,BGR,World,All CPCs,All MOTs,TOTAL,All Commodities,25778745945 ,25778745945
2015,2015,X,Myanmar,MMR,World,All CPCs,All MOTs,TOTAL,All Commodities,11431792163 ,11431792164
2015,2015,X,Burundi,BDI,World,All CPCs,All MOTs,TOTAL,All Commodities,113790703 ,113790703
2015,2015,X,Belarus,BLR,World,All CPCs,All MOTs,TOTAL,All Commodities,26660394600 ,26660394600
2015,2015,X,Cambodia,KHM,World,All CPCs,All MOTs,TOTAL,All Commodities,8542433639 ,8542433639
2015,2015,X,Cameroon,CMR,World,All CPCs,All MOTs,TOTAL,All Commodities,4052643290 ,4052643290
2016,2016,X,Bulgaria,BGR,World,All CPCs,All MOTs,TOTAL,All Commodities,26688182909 ,26688182909
2016,2016,X,Myanmar,MMR,World,All CPCs,All MOTs,TOTAL,All Commodities,11672717460 ,11672717460
2016,2016,X,Burundi,BDI,World,All CPCs,All MOTs,TOTAL,All Commodities,123055817 ,123055817
2016,2016,X,Belarus,BLR,World,All CPCs,All MOTs,TOTAL,All Commodities,23537354500 ,23537354500
2016,2016,X,Cambodia,KHM,World,All CPCs,All MOTs,TOTAL,All Commodities,10069331577 ,10069331577
2016,2016,X,Cameroon,CMR,World,All CPCs,All MOTs,TOTAL,All Commodities,2130449501 ,2130449501
2015,2015,X,Canada,CAN,World,All CPCs,All MOTs,TOTAL,All Commodities,409000000000 ,4.09E+11
2015,2015,X,Cabo Verde,CPV,World,All CPCs,All MOTs,TOTAL,All Commodities,66829277 ,66829277.23
2015,2015,X,Central African Rep.,CAF,World,All CPCs,All MOTs,TOTAL,All Commodities,96853681 ,96853681
2015,2015,X,Sri Lanka,LKA,World,All CPCs,All MOTs,TOTAL,All Commodities,10439729662 ,10439729662
2016,2016,X,Canada,CAN,World,All CPCs,All MOTs,TOTAL,All Commodities,389000000000 ,3.89E+11
2016,2016,X,Cabo Verde,CPV,World,All CPCs,All MOTs,TOTAL,All Commodities,60361080 ,60361080
2016,2016,X,Central African Rep.,CAF,World,All CPCs,All MOTs,TOTAL,All Commodities,88451252 ,88451252
2016,2016,X,Sri Lanka,LKA,World,All CPCs,All MOTs,TOTAL,All Commodities,10545893296 ,10545893296
2015,2015,X,Chile,CHL,World,All CPCs,All MOTs,TOTAL,All Commodities,62033060412 ,62033060413
2015,2015,X,China,CHN,World,All CPCs,All MOTs,TOTAL,All Commodities,2270000000000 ,2.27E+12
2016,2016,X,Chile,CHL,World,All CPCs,All MOTs,TOTAL,All Commodities,60732633015 ,60732633015
2016,2016,X,China,CHN,World,All CPCs,All MOTs,TOTAL,All Commodities,2100000000000 ,2.10E+12
2015,2015,X,Colombia,COL,World,All CPCs,All MOTs,TOTAL,All Commodities,35690766593 ,35690766593
2015,2015,X,Comoros,COM,World,All CPCs,All MOTs,TOTAL,All Commodities,15469177 ,15469177.53
2015,2015,X,Congo,COG,World,All CPCs,All MOTs,TOTAL,All Commodities,8622950445 ,8622950446
2015,2015,X,Costa Rica,CRI,World,All CPCs,All MOTs,TOTAL,All Commodities,9578337782 ,9578337782
2015,2015,X,Croatia,HRV,World,All CPCs,All MOTs,TOTAL,All Commodities,12843529322 ,12843529322
2015,2015,X,Cyprus,CYP,World,All CPCs,All MOTs,TOTAL,All Commodities,3367019568 ,3367019568
2016,2016,X,Colombia,COL,World,All CPCs,All MOTs,TOTAL,All Commodities,31044991243 ,31044991243
2016,2016,X,Comoros,COM,World,All CPCs,All MOTs,TOTAL,All Commodities,29825121 ,29825121.24
2016,2016,X,Congo,COG,World,All CPCs,All MOTs,TOTAL,All Commodities,7900592412 ,7900592412
2016,2016,X,Costa Rica,CRI,World,All CPCs,All MOTs,TOTAL,All Commodities,9907873818 ,9907873818
2016,2016,X,Croatia,HRV,World,All CPCs,All MOTs,TOTAL,All Commodities,13647534058 ,13647534058
2016,2016,X,Cyprus,CYP,World,All CPCs,All MOTs,TOTAL,All Commodities,2997208894 ,2997208894
2015,2015,X,Czechia,CZE,World,All CPCs,All MOTs,TOTAL,All Commodities,157000000000 ,1.57E+11
2015,2015,X,Benin,BEN,World,All CPCs,All MOTs,TOTAL,All Commodities,625577910 ,625577910
2015,2015,X,Denmark,DNK,World,All CPCs,All MOTs,TOTAL,All Commodities,94618816682 ,94618816682
2015,2015,X,Dominican Rep.,DOM,World,All CPCs,All MOTs,TOTAL,All Commodities,8384108400 ,8384108400
2016,2016,X,Czechia,CZE,World,All CPCs,All MOTs,TOTAL,All Commodities,162000000000 ,1.62E+11
2016,2016,X,Benin,BEN,World,All CPCs,All MOTs,TOTAL,All Commodities,409752038 ,409752038
2016,2016,X,Denmark,DNK,World,All CPCs,All MOTs,TOTAL,All Commodities,94729013059 ,94729013060
2016,2016,X,Dominican Rep.,DOM,World,All CPCs,All MOTs,TOTAL,All Commodities,8744920007 ,8744920007
2015,2015,X,Ecuador,ECU,World,All CPCs,All MOTs,TOTAL,All Commodities,18330607692 ,18330607692
2015,2015,X,El Salvador,SLV,World,All CPCs,All MOTs,TOTAL,All Commodities,5509047690 ,5509047690
2015,2015,X,Ethiopia,ETH,World,All CPCs,All MOTs,TOTAL,All Commodities,2023552443 ,2023552443
2015,2015,X,Estonia,EST,World,All CPCs,All MOTs,TOTAL,All Commodities,13907609950 ,13907609950
2015,2015,X,Fiji,FJI,World,All CPCs,All MOTs,TOTAL,All Commodities,895159986 ,895159986
