Year,Period,Trade Flow,Reporter,Reporter ISO,Partner,Customs,Mode of Transport,Commodity Code,Commodity,Trade_value,FOB Trade Value (US$)
2015,2015,X,Finland,FIN,World,All CPCs,All MOTs,TOTAL,All Commodities,59682311206 ,59682311206
2016,2016,X,Ecuador,ECU,World,All CPCs,All MOTs,TOTAL,All Commodities,16797664624 ,16797664624
2016,2016,X,El Salvador,SLV,World,All CPCs,All MOTs,TOTAL,All Commodities,5420132897 ,5420132897
2016,2016,X,Ethiopia,ETH,World,All CPCs,All MOTs,TOTAL,All Commodities,1988502929 ,1988502930
2016,2016,X,Estonia,EST,World,All CPCs,All MOTs,TOTAL,All Commodities,13967429425 ,13967429426
2016,2016,X,Fiji,FJI,World,All CPCs,All MOTs,TOTAL,All Commodities,925878395 ,925878395
2016,2016,X,Finland,FIN,World,All CPCs,All MOTs,TOTAL,All Commodities,57325871718 ,57325871718
2015,2015,X,France,FRA,World,All CPCs,All MOTs,TOTAL,All Commodities,494000000000 ,4.94E+11
2015,2015,X,French Polynesia,PYF,World,All CPCs,All MOTs,TOTAL,All Commodities,130193767 ,130193767
2016,2016,X,France,FRA,World,All CPCs,All MOTs,TOTAL,All Commodities,489000000000 ,4.89E+11
2015,2015,X,Georgia,GEO,World,All CPCs,All MOTs,TOTAL,All Commodities,2204676249 ,2204676250
2015,2015,X,Gambia,GMB,World,All CPCs,All MOTs,TOTAL,All Commodities,83324015 ,83324015.23
2015,2015,X,State of Palestine,PSE,World,All CPCs,All MOTs,TOTAL,All Commodities,957810868 ,957810868
2015,2015,X,Germany,DEU,World,All CPCs,All MOTs,TOTAL,All Commodities,1330000000000 ,1.33E+12
2016,2016,X,Georgia,GEO,World,All CPCs,All MOTs,TOTAL,All Commodities,2113733901 ,2113733901
2016,2016,X,Gambia,GMB,World,All CPCs,All MOTs,TOTAL,All Commodities,34290937 ,34290937.1
2016,2016,X,State of Palestine,PSE,World,All CPCs,All MOTs,TOTAL,All Commodities,926498977 ,926498977
2016,2016,X,Germany,DEU,World,All CPCs,All MOTs,TOTAL,All Commodities,1340000000000 ,1.34E+12
2015,2015,X,Ghana,GHA,World,All CPCs,All MOTs,TOTAL,All Commodities,13755564937 ,13755564937
2015,2015,X,Kiribati,KIR,World,All CPCs,All MOTs,TOTAL,All Commodities,10008709 ,10008709.44
2015,2015,X,Greece,GRC,World,All CPCs,All MOTs,TOTAL,All Commodities,28289236579 ,28289236579
2016,2016,X,Ghana,GHA,World,All CPCs,All MOTs,TOTAL,All Commodities,10655796413 ,10655796413
2016,2016,X,Kiribati,KIR,World,All CPCs,All MOTs,TOTAL,All Commodities,10512926 ,10512926
2016,2016,X,Greece,GRC,World,All CPCs,All MOTs,TOTAL,All Commodities,27810924841 ,27810924841
2015,2015,X,Greenland,GRL,World,All CPCs,All MOTs,TOTAL,All Commodities,406301679 ,406301679.9
2015,2015,X,Guatemala,GTM,World,All CPCs,All MOTs,TOTAL,All Commodities,10677394462 ,10677394462
2015,2015,X,Guinea,GIN,World,All CPCs,All MOTs,TOTAL,All Commodities,1573675202 ,1573675202
2015,2015,X,Guyana,GUY,World,All CPCs,All MOTs,TOTAL,All Commodities,1169367266 ,1169367267
2015,2015,X,Honduras,HND,World,All CPCs,All MOTs,TOTAL,All Commodities,4201473381 ,4201473381
2015,2015,X,"China, Hong Kong SAR",HKG,World,All CPCs,All MOTs,TOTAL,All Commodities,511000000000 ,5.11E+11
2016,2016,X,Greenland,GRL,World,All CPCs,All MOTs,TOTAL,All Commodities,575333167 ,575333168
2016,2016,X,Guatemala,GTM,World,All CPCs,All MOTs,TOTAL,All Commodities,10591329598 ,10591329598
2016,2016,X,Guinea,GIN,World,All CPCs,All MOTs,TOTAL,All Commodities,2394528520 ,2394528521
2016,2016,X,Guyana,GUY,World,All CPCs,All MOTs,TOTAL,All Commodities,1452631561 ,1452631561
2016,2016,X,Honduras,HND,World,All CPCs,All MOTs,TOTAL,All Commodities,4084641916 ,4084641916
2016,2016,X,"China, Hong Kong SAR",HKG,World,All CPCs,All MOTs,TOTAL,All Commodities,517000000000 ,5.17E+11
2015,2015,X,Hungary,HUN,World,All CPCs,All MOTs,TOTAL,All Commodities,100000000000 ,1.00E+11
2015,2015,X,Iceland,ISL,World,All CPCs,All MOTs,TOTAL,All Commodities,4721984946 ,4721984946
2015,2015,X,Indonesia,IDN,World,All CPCs,All MOTs,TOTAL,All Commodities,150000000000 ,1.50E+11
2015,2015,X,Iran,IRN,World,All CPCs,All MOTs,TOTAL,All Commodities,60040642108 ,60040642109
2015,2015,X,Iraq,IRQ,World,All CPCs,All MOTs,TOTAL,All Commodities,49402582280 ,49402582280
2016,2016,X,Hungary,HUN,World,All CPCs,All MOTs,TOTAL,All Commodities,103000000000 ,1.03E+11
2016,2016,X,Iceland,ISL,World,All CPCs,All MOTs,TOTAL,All Commodities,4449729754 ,4449729754
2016,2016,X,Indonesia,IDN,World,All CPCs,All MOTs,TOTAL,All Commodities,144000000000 ,1.44E+11
2016,2016,X,Iran,IRN,World,All CPCs,All MOTs,TOTAL,All Commodities,83148194183 ,83148194184
2016,2016,X,Iraq,IRQ,World,All CPCs,All MOTs,TOTAL,All Commodities,43774017809 ,43774017809
2015,2015,X,Ireland,IRL,World,All CPCs,All MOTs,TOTAL,All Commodities,125000000000 ,1.25E+11
2015,2015,X,Israel,ISR,World,All CPCs,All MOTs,TOTAL,All Commodities,64062217000 ,64062217000
2016,2016,X,Ireland,IRL,World,All CPCs,All MOTs,TOTAL,All Commodities,132000000000 ,1.32E+11
2016,2016,X,Israel,ISR,World,All CPCs,All MOTs,TOTAL,All Commodities,60570596000 ,60570596000
2015,2015,X,Italy,ITA,World,All CPCs,All MOTs,TOTAL,All Commodities,457000000000 ,4.57E+11
2016,2016,X,Italy,ITA,World,All CPCs,All MOTs,TOTAL,All Commodities,462000000000 ,4.62E+11
2015,2015,X,-lvory Coast,CIV,World,All CPCs,All MOTs,TOTAL,All Commodities,12559700112 ,12559700113
2015,2015,X,Jamaica,JAM,World,All CPCs,All MOTs,TOTAL,All Commodities,1262584854 ,1262584854
2015,2015,X,Japan,JPN,World,All CPCs,All MOTs,TOTAL,All Commodities,625000000000 ,6.25E+11
2015,2015,X,Kazakhstan,KAZ,World,All CPCs,All MOTs,TOTAL,All Commodities,45954426051 ,45954426051
2015,2015,X,Jordan,JOR,World,All CPCs,All MOTs,TOTAL,All Commodities,7832976598 ,7832976598
2016,2016,X,-lvory Coast,CIV,World,All CPCs,All MOTs,TOTAL,All Commodities,10776851158 ,10776851158
2016,2016,X,Jamaica,JAM,World,All CPCs,All MOTs,TOTAL,All Commodities,1201786561 ,1201786561
2016,2016,X,Japan,JPN,World,All CPCs,All MOTs,TOTAL,All Commodities,645000000000 ,6.45E+11
2016,2016,X,Kazakhstan,KAZ,World,All CPCs,All MOTs,TOTAL,All Commodities,36775323403 ,36775323403
2016,2016,X,Jordan,JOR,World,All CPCs,All MOTs,TOTAL,All Commodities,7509082521 ,7509082521
2015,2015,X,Kenya,KEN,World,All CPCs,All MOTs,TOTAL,All Commodities,5906821405 ,5906821406
2015,2015,X,Rep. of Korea,KOR,World,All CPCs,All MOTs,TOTAL,All Commodities,527000000000 ,5.27E+11
2015,2015,X,Kuwait,KWT,World,All CPCs,All MOTs,TOTAL,All Commodities,54120957085 ,54120957086
2015,2015,X,Kyrgyzstan,KGZ,World,All CPCs,All MOTs,TOTAL,All Commodities,1441467621 ,1441467621
2015,2015,X,Lao People's Dem. Rep.,LAO,World,All CPCs,All MOTs,TOTAL,All Commodities,2985095357 ,2985095357
2015,2015,X,Lebanon,LBN,World,All CPCs,All MOTs,TOTAL,All Commodities,2953388639 ,2953388640
2015,2015,X,Lesotho,LSO,World,All CPCs,All MOTs,TOTAL,All Commodities,603764579 ,603764580
2015,2015,X,Latvia,LVA,World,All CPCs,All MOTs,TOTAL,All Commodities,11649939894 ,11649939895
2016,2016,X,Kenya,KEN,World,All CPCs,All MOTs,TOTAL,All Commodities,5697559391 ,5697559391
2016,2016,X,Rep. of Korea,KOR,World,All CPCs,All MOTs,TOTAL,All Commodities,495000000000 ,4.95E+11
2016,2016,X,Kuwait,KWT,World,All CPCs,All MOTs,TOTAL,All Commodities,46235357009 ,46235357009
2016,2016,X,Kyrgyzstan,KGZ,World,All CPCs,All MOTs,TOTAL,All Commodities,1423028427 ,1423028427
2016,2016,X,Lao People's Dem. Rep.,LAO,World,All CPCs,All MOTs,TOTAL,All Commodities,3124168977 ,3124168977
2016,2016,X,Lebanon,LBN,World,All CPCs,All MOTs,TOTAL,All Commodities,2976561583 ,2976561583
2016,2016,X,Lesotho,LSO,World,All CPCs,All MOTs,TOTAL,All Commodities,638298740 ,638298740.4
2016,2016,X,Latvia,LVA,World,All CPCs,All MOTs,TOTAL,All Commodities,11607295065 ,11607295065
2015,2015,X,Lithuania,LTU,World,All CPCs,All MOTs,TOTAL,All Commodities,25411022244 ,25411022244
2015,2015,X,Luxembourg,LUX,World,All CPCs,All MOTs,TOTAL,All Commodities,12625702669 ,12625702669
2015,2015,X,"China, Macao SAR",MAC,World,All CPCs,All MOTs,TOTAL,All Commodities,1339012620 ,1339012620
2015,2015,X,Madagascar,MDG,World,All CPCs,All MOTs,TOTAL,All Commodities,2164461193 ,2164461193
2015,2015,X,Malawi,MWI,World,All CPCs,All MOTs,TOTAL,All Commodities,1080100821 ,1080100821
2015,2015,X,Malaysia,MYS,World,All CPCs,All MOTs,TOTAL,All Commodities,200000000000 ,2.00E+11
2016,2016,X,Libya,LBY,World,All CPCs,All MOTs,TOTAL,All Commodities,20135528255 ,20135528255
2016,2016,X,Lithuania,LTU,World,All CPCs,All MOTs,TOTAL,All Commodities,25022652473 ,25022652474
2016,2016,X,Luxembourg,LUX,World,All CPCs,All MOTs,TOTAL,All Commodities,12838381070 ,12838381070
2016,2016,X,"China, Macao SAR",MAC,World,All CPCs,All MOTs,TOTAL,All Commodities,1256603099 ,1256603099
2016,2016,X,Madagascar,MDG,World,All CPCs,All MOTs,TOTAL,All Commodities,2261351178 ,2261351178
2016,2016,X,Malawi,MWI,World,All CPCs,All MOTs,TOTAL,All Commodities,1022154000 ,1022154001
2016,2016,X,Malaysia,MYS,World,All CPCs,All MOTs,TOTAL,All Commodities,189000000000 ,1.89E+11
2015,2015,X,Maldives,MDV,World,All CPCs,All MOTs,TOTAL,All Commodities,144172352 ,144172352
2015,2015,X,Malta,MLT,World,All CPCs,All MOTs,TOTAL,All Commodities,3915447978 ,3915447978
2015,2015,X,Mauritania,MRT,World,All CPCs,All MOTs,TOTAL,All Commodities,1831727139 ,1831727139
2015,2015,X,Mauritius,MUS,World,All CPCs,All MOTs,TOTAL,All Commodities,2481092714 ,2481092714
2015,2015,X,Mexico,MEX,World,All CPCs,All MOTs,TOTAL,All Commodities,381000000000 ,3.81E+11
2016,2016,X,Maldives,MDV,World,All CPCs,All MOTs,TOTAL,All Commodities,139592790 ,139592790
2016,2016,X,Mali,MLI,World,All CPCs,All MOTs,TOTAL,All Commodities,2847593565 ,2847593565
2016,2016,X,Malta,MLT,World,All CPCs,All MOTs,TOTAL,All Commodities,4038642974 ,4038642974
2016,2016,X,Mauritania,MRT,World,All CPCs,All MOTs,TOTAL,All Commodities,1622761598 ,1622761598
2016,2016,X,Mauritius,MUS,World,All CPCs,All MOTs,TOTAL,All Commodities,2197276402 ,2197276402
2016,2016,X,Mexico,MEX,World,All CPCs,All MOTs,TOTAL,All Commodities,374000000000 ,3.74E+11
2015,2015,X,"Other Asia, nes",S19,World,All CPCs,All MOTs,TOTAL,All Commodities,280000000000 ,2.80E+11
2015,2015,X,Mongolia,MNG,World,All CPCs,All MOTs,TOTAL,All Commodities,4669280457 ,4669280457
2015,2015,X,Rep. of Moldova,MDA,World,All CPCs,All MOTs,TOTAL,All Commodities,1966837314 ,1966837314
2015,2015,X,Montenegro,MNE,World,All CPCs,All MOTs,TOTAL,All Commodities,353079512 ,353079512
2015,2015,X,Morocco,MAR,World,All CPCs,All MOTs,TOTAL,All Commodities,22336547287 ,22336547287
2015,2015,X,Mozambique,MOZ,World,All CPCs,All MOTs,TOTAL,All Commodities,3230743671 ,3230743672
2015,2015,X,Oman,OMN,World,All CPCs,All MOTs,TOTAL,All Commodities,35686298632 ,35686298632
2015,2015,X,Namibia,NAM,World,All CPCs,All MOTs,TOTAL,All Commodities,4628291751 ,4628291751
2015,2015,X,Nepal,NPL,World,All CPCs,All MOTs,TOTAL,All Commodities,660181989 ,660181989
2016,2016,X,"Other Asia, nes",S19,World,All CPCs,All MOTs,TOTAL,All Commodities,280000000000 ,2.80E+11
2016,2016,X,Mongolia,MNG,World,All CPCs,All MOTs,TOTAL,All Commodities,4916326458 ,4916326458
2016,2016,X,Rep. of Moldova,MDA,World,All CPCs,All MOTs,TOTAL,All Commodities,2044610956 ,2044610956
2016,2016,X,Montenegro,MNE,World,All CPCs,All MOTs,TOTAL,All Commodities,355060373 ,355060373.9
2016,2016,X,Morocco,MAR,World,All CPCs,All MOTs,TOTAL,All Commodities,22858288521 ,22858288521
2016,2016,X,Mozambique,MOZ,World,All CPCs,All MOTs,TOTAL,All Commodities,3352109244 ,3352109245
2016,2016,X,Oman,OMN,World,All CPCs,All MOTs,TOTAL,All Commodities,30013599551 ,30013599551
2016,2016,X,Namibia,NAM,World,All CPCs,All MOTs,TOTAL,All Commodities,4815846406 ,4815846406
2016,2016,X,Nepal,NPL,World,All CPCs,All MOTs,TOTAL,All Commodities,728846440 ,728846440.1
2015,2015,X,Netherlands,NLD,World,All CPCs,All MOTs,TOTAL,All Commodities,465000000000 ,4.65E+11
2016,2016,X,Netherlands,NLD,World,All CPCs,All MOTs,TOTAL,All Commodities,468000000000 ,4.68E+11
2015,2015,X,Aruba,ABW,World,All CPCs,All MOTs,TOTAL,All Commodities,79882205 ,79882205
2015,2015,X,New Caledonia,NCL,World,All CPCs,All MOTs,TOTAL,All Commodities,1238945615 ,1238945615
2015,2015,X,New Zealand,NZL,World,All CPCs,All MOTs,TOTAL,All Commodities,34357335123 ,34357335123
2015,2015,X,Nicaragua,NIC,World,All CPCs,All MOTs,TOTAL,All Commodities,4667365609 ,4667365609
2015,2015,X,Niger,NER,World,All CPCs,All MOTs,TOTAL,All Commodities,789770313 ,789770313
2015,2015,X,Nigeria,NGA,World,All CPCs,All MOTs,TOTAL,All Commodities,48433351369 ,48433351370
2015,2015,X,Norway,NOR,World,All CPCs,All MOTs,TOTAL,All Commodities,104000000000 ,1.04E+11
2016,2016,X,Aruba,ABW,World,All CPCs,All MOTs,TOTAL,All Commodities,95396491 ,95396491.22
2016,2016,X,New Zealand,NZL,World,All CPCs,All MOTs,TOTAL,All Commodities,33869936061 ,33869936061
2016,2016,X,Nicaragua,NIC,World,All CPCs,All MOTs,TOTAL,All Commodities,4591961798 ,4591961799
2016,2016,X,Niger,NER,World,All CPCs,All MOTs,TOTAL,All Commodities,929914699 ,929914699.9
2016,2016,X,Nigeria,NGA,World,All CPCs,All MOTs,TOTAL,All Commodities,32883045467 ,32883045467
2016,2016,X,Norway,NOR,World,All CPCs,All MOTs,TOTAL,All Commodities,89628326847 ,89628326847
2015,2015,X,Palau,PLW,World,All CPCs,All MOTs,TOTAL,All Commodities,6384671 ,6384671
2015,2015,X,Pakistan,PAK,World,All CPCs,All MOTs,TOTAL,All Commodities,22089018057 ,22089018057
2015,2015,X,Panama,PAN,World,All CPCs,All MOTs,TOTAL,All Commodities,11347872260 ,11347872260
2015,2015,X,Paraguay,PRY,World,All CPCs,All MOTs,TOTAL,All Commodities,8327546291 ,8327546291
2015,2015,X,Peru,PER,World,All CPCs,All MOTs,TOTAL,All Commodities,33667006869 ,33667006869
2015,2015,X,Philippines,PHL,World,All CPCs,All MOTs,TOTAL,All Commodities,58648083080 ,58648083080
2016,2016,X,Palau,PLW,World,All CPCs,All MOTs,TOTAL,All Commodities,6539681 ,6539681
2016,2016,X,Pakistan,PAK,World,All CPCs,All MOTs,TOTAL,All Commodities,20533792833 ,20533792833
2016,2016,X,Panama,PAN,World,All CPCs,All MOTs,TOTAL,All Commodities,11194931374 ,11194931374
2016,2016,X,Paraguay,PRY,World,All CPCs,All MOTs,TOTAL,All Commodities,8501157586 ,8501157586
2016,2016,X,Peru,PER,World,All CPCs,All MOTs,TOTAL,All Commodities,36309958803 ,36309958804
2016,2016,X,Philippines,PHL,World,All CPCs,All MOTs,TOTAL,All Commodities,56312747948 ,56312747948
2015,2015,X,Poland,POL,World,All CPCs,All MOTs,TOTAL,All Commodities,194000000000 ,1.94E+11
2015,2015,X,Portugal,PRT,World,All CPCs,All MOTs,TOTAL,All Commodities,55045025717 ,55045025718
2015,2015,X,Qatar,QAT,World,All CPCs,All MOTs,TOTAL,All Commodities,77971079194 ,77971079194
2015,2015,X,Romania,ROU,World,All CPCs,All MOTs,TOTAL,All Commodities,60605047667 ,60605047667
2016,2016,X,Poland,POL,World,All CPCs,All MOTs,TOTAL,All Commodities,196000000000 ,1.96E+11
2016,2016,X,Portugal,PRT,World,All CPCs,All MOTs,TOTAL,All Commodities,55371549249 ,55371549250
2016,2016,X,Qatar,QAT,World,All CPCs,All MOTs,TOTAL,All Commodities,57308634593 ,57308634594
2016,2016,X,Romania,ROU,World,All CPCs,All MOTs,TOTAL,All Commodities,63581004346 ,63581004346
2015,2015,X,Russian Federation,RUS,World,All CPCs,All MOTs,TOTAL,All Commodities,344000000000 ,3.44E+11
2015,2015,X,Rwanda,RWA,World,All CPCs,All MOTs,TOTAL,All Commodities,593624150 ,593624150.1
2015,2015,X,Saint Kitts and Nevis,KNA,World,All CPCs,All MOTs,TOTAL,All Commodities,31700496 ,31700496.63
2015,2015,X,Saint Lucia,LCA,World,All CPCs,All MOTs,TOTAL,All Commodities,180596808 ,180596808
2015,2015,X,Saint Vincent and the Grenadines,VCT,World,All CPCs,All MOTs,TOTAL,All Commodities,46868923 ,46868923.74
2015,2015,X,Sao Tome and Principe,STP,World,All CPCs,All MOTs,TOTAL,All Commodities,9223182 ,9223182
2015,2015,X,Saudi Arabia,SAU,World,All CPCs,All MOTs,TOTAL,All Commodities,204000000000 ,2.04E+11
2015,2015,X,Senegal,SEN,World,All CPCs,All MOTs,TOTAL,All Commodities,2611671966 ,2611671966
2015,2015,X,Serbia,SRB,World,All CPCs,All MOTs,TOTAL,All Commodities,13378933798 ,13378933798
2016,2016,X,Russian Federation,RUS,World,All CPCs,All MOTs,TOTAL,All Commodities,302000000000 ,3.02E+11
2016,2016,X,Rwanda,RWA,World,All CPCs,All MOTs,TOTAL,All Commodities,613073671 ,613073671.5
2016,2016,X,Saint Kitts and Nevis,KNA,World,All CPCs,All MOTs,TOTAL,All Commodities,36864707 ,36864707.09
2016,2016,X,Saint Lucia,LCA,World,All CPCs,All MOTs,TOTAL,All Commodities,119806601 ,119806601
2016,2016,X,Saint Vincent and the Grenadines,VCT,World,All CPCs,All MOTs,TOTAL,All Commodities,43012868 ,43012868.72
2016,2016,X,Sao Tome and Principe,STP,World,All CPCs,All MOTs,TOTAL,All Commodities,10473934 ,10473934
2016,2016,X,Saudi Arabia,SAU,World,All CPCs,All MOTs,TOTAL,All Commodities,184000000000 ,1.84E+11
2016,2016,X,Senegal,SEN,World,All CPCs,All MOTs,TOTAL,All Commodities,2640276916 ,2640276916
2016,2016,X,Serbia,SRB,World,All CPCs,All MOTs,TOTAL,All Commodities,14851777129 ,14851777129
2015,2015,X,Seychelles,SYC,World,All CPCs,All MOTs,TOTAL,All Commodities,473849406 ,473849406
2015,2015,X,Sierra Leone,SLE,World,All CPCs,All MOTs,TOTAL,All Commodities,93257547 ,93257547
2015,2015,X,India,IND,World,All CPCs,All MOTs,TOTAL,All Commodities,264000000000 ,2.64E+11
2015,2015,X,Singapore,SGP,World,All CPCs,All MOTs,TOTAL,All Commodities,358000000000 ,3.58E+11
2016,2016,X,Seychelles,SYC,World,All CPCs,All MOTs,TOTAL,All Commodities,483692193 ,483692193
2016,2016,X,Sierra Leone,SLE,World,All CPCs,All MOTs,TOTAL,All Commodities,465595233 ,465595233
2016,2016,X,India,IND,World,All CPCs,All MOTs,TOTAL,All Commodities,260000000000 ,2.60E+11
2016,2016,X,Singapore,SGP,World,All CPCs,All MOTs,TOTAL,All Commodities,338000000000 ,3.38E+11
2015,2015,X,Slovakia,SVK,World,All CPCs,All MOTs,TOTAL,All Commodities,74969507247 ,74969507247
2015,2015,X,Viet Nam,VNM,World,All CPCs,All MOTs,TOTAL,All Commodities,162000000000 ,1.62E+11
2015,2015,X,Slovenia,SVN,World,All CPCs,All MOTs,TOTAL,All Commodities,26586979271 ,26586979271
2015,2015,X,South Africa,ZAF,World,All CPCs,All MOTs,TOTAL,All Commodities,80264493195 ,80264493196
2016,2016,X,Slovakia,SVK,World,All CPCs,All MOTs,TOTAL,All Commodities,76997192268 ,76997192268
2016,2016,X,Viet Nam,VNM,World,All CPCs,All MOTs,TOTAL,All Commodities,177000000000 ,1.77E+11
2016,2016,X,Slovenia,SVN,World,All CPCs,All MOTs,TOTAL,All Commodities,27657727689 ,27657727690
2016,2016,X,South Africa,ZAF,World,All CPCs,All MOTs,TOTAL,All Commodities,75912597473 ,75912597473
2015,2015,X,Zimbabwe,ZWE,World,All CPCs,All MOTs,TOTAL,All Commodities,3410659130 ,3410659131
2015,2015,X,Spain,ESP,World,All CPCs,All MOTs,TOTAL,All Commodities,277000000000 ,2.77E+11
2016,2016,X,Zimbabwe,ZWE,World,All CPCs,All MOTs,TOTAL,All Commodities,3341151095 ,3341151096
2016,2016,X,Spain,ESP,World,All CPCs,All MOTs,TOTAL,All Commodities,284000000000 ,2.84E+11
2015,2015,X,Sudan,SDN,World,All CPCs,All MOTs,TOTAL,All Commodities,5587516915 ,5587516915
2015,2015,X,Suriname,SUR,World,All CPCs,All MOTs,TOTAL,All Commodities,1814316671 ,1814316672
2015,2015,X,Eswatini,SWZ,World,All CPCs,All MOTs,TOTAL,All Commodities,1820498383 ,1820498384
2015,2015,X,Sweden,SWE,World,All CPCs,All MOTs,TOTAL,All Commodities,140000000000 ,1.40E+11
2016,2016,X,Sudan,SDN,World,All CPCs,All MOTs,TOTAL,All Commodities,3993489851 ,3993489851
2016,2016,X,Suriname,SUR,World,All CPCs,All MOTs,TOTAL,All Commodities,1235283176 ,1235283176
2016,2016,X,Eswatini,SWZ,World,All CPCs,All MOTs,TOTAL,All Commodities,1716356400 ,1716356400
2016,2016,X,Sweden,SWE,World,All CPCs,All MOTs,TOTAL,All Commodities,139000000000 ,1.39E+11
2015,2015,X,Switzerland,CHE,World,All CPCs,All MOTs,TOTAL,All Commodities,292000000000 ,2.92E+11
2015,2015,X,Thailand,THA,World,All CPCs,All MOTs,TOTAL,All Commodities,214000000000 ,2.14E+11
2016,2016,X,Switzerland,CHE,World,All CPCs,All MOTs,TOTAL,All Commodities,305000000000 ,3.05E+11
2016,2016,X,Thailand,THA,World,All CPCs,All MOTs,TOTAL,All Commodities,215000000000 ,2.15E+11
2015,2015,X,Togo,TGO,World,All CPCs,All MOTs,TOTAL,All Commodities,792419255 ,792419255.8
2015,2015,X,Trinidad and Tobago,TTO,World,All CPCs,All MOTs,TOTAL,All Commodities,10755571039 ,10755571039
2015,2015,X,United Arab Emirates,ARE,World,All CPCs,All MOTs,TOTAL,All Commodities,300000000000 ,3.00E+11
2015,2015,X,Tunisia,TUN,World,All CPCs,All MOTs,TOTAL,All Commodities,14073487589 ,14073487589
2016,2016,X,Togo,TGO,World,All CPCs,All MOTs,TOTAL,All Commodities,801989368 ,801989368.7
