Year,Period,Trade Flow,Reporter,Reporter ISO,Partner,Customs,Mode of Transport,Commodity Code,Commodity,Trade_value,CIF Trade Value (US$),FOB Trade Value (US$)
2015,2015,M,Kiribati,KIR,World,All CPCs,All MOTs,TOTAL,All Commodities,110729035 ,110729035.9,103454846.6
2016,2016,M,Kiribati,KIR,World,All CPCs,All MOTs,TOTAL,All Commodities,117408350 ,117408350,
2016,2016,M,Sao Tome and Principe,STP,World,All CPCs,All MOTs,TOTAL,All Commodities,139352022 ,139352022,
2015,2015,M,Sao Tome and Principe,STP,World,All CPCs,All MOTs,TOTAL,All Commodities,141847245 ,141847245,
2017,2017,M,Sao Tome and Principe,STP,World,All CPCs,All MOTs,TOTAL,All Commodities,147049579 ,147049579.3,
2019,2019,M,Sao Tome and Principe,STP,World,All CPCs,All MOTs,TOTAL,All Commodities,147666945 ,147666945.4,
2018,2018,M,Sao Tome and Principe,STP,World,All CPCs,All MOTs,TOTAL,All Commodities,148305957 ,148305957,
2015,2015,M,Palau,PLW,World,All CPCs,All MOTs,TOTAL,All Commodities,150315857 ,150315857,
2016,2016,M,Palau,PLW,World,All CPCs,All MOTs,TOTAL,All Commodities,153508450 ,153508450,
2018,2018,M,Palau,PLW,World,All CPCs,All MOTs,TOTAL,All Commodities,154412826 ,,154412826.7
2017,2017,M,Palau,PLW,World,All CPCs,All MOTs,TOTAL,All Commodities,157813256 ,,157813256.8
2015,2015,M,Comoros,COM,World,All CPCs,All MOTs,TOTAL,All Commodities,173435745 ,173435745.8,
2016,2016,M,Comoros,COM,World,All CPCs,All MOTs,TOTAL,All Commodities,196288951 ,196288951.6,
2019,2019,M,Comoros,COM,World,All CPCs,All MOTs,TOTAL,All Commodities,201191155 ,201191155.5,
2017,2017,M,Comoros,COM,World,All CPCs,All MOTs,TOTAL,All Commodities,209132422 ,209132422.2,
2018,2018,M,Comoros,COM,World,All CPCs,All MOTs,TOTAL,All Commodities,229710910 ,229710910.8,
2015,2015,M,Saint Kitts and Nevis,KNA,World,All CPCs,All MOTs,TOTAL,All Commodities,297068669 ,297068669.8,
2017,2017,M,Saint Kitts and Nevis,KNA,World,All CPCs,All MOTs,TOTAL,All Commodities,308946849 ,308946849.5,
2017,2017,M,Saint Vincent and the Grenadines,VCT,World,All CPCs,All MOTs,TOTAL,All Commodities,329952436 ,329952436.7,
2015,2015,M,Saint Vincent and the Grenadines,VCT,World,All CPCs,All MOTs,TOTAL,All Commodities,333671111 ,333671111.3,
2016,2016,M,Saint Kitts and Nevis,KNA,World,All CPCs,All MOTs,TOTAL,All Commodities,333779255 ,333779255.8,
2016,2016,M,Saint Vincent and the Grenadines,VCT,World,All CPCs,All MOTs,TOTAL,All Commodities,334767433 ,334767433.1,
2019,2019,M,Saint Vincent and the Grenadines,VCT,World,All CPCs,All MOTs,TOTAL,All Commodities,335230895 ,335230895.7,
2016,2016,M,Samoa,WSM,World,All CPCs,All MOTs,TOTAL,All Commodities,349840565 ,349840565,
2018,2018,M,Saint Vincent and the Grenadines,VCT,World,All CPCs,All MOTs,TOTAL,All Commodities,353627074 ,353627074.3,
2017,2017,M,Samoa,WSM,World,All CPCs,All MOTs,TOTAL,All Commodities,356189844 ,356189844.9,
2018,2018,M,Samoa,WSM,World,All CPCs,All MOTs,TOTAL,All Commodities,362883715 ,362883715.5,
2016,2016,M,Gambia,GMB,World,All CPCs,All MOTs,TOTAL,All Commodities,366403726 ,366403726.5,
2015,2015,M,Samoa,WSM,World,All CPCs,All MOTs,TOTAL,All Commodities,370582374 ,370582374,
2018,2018,M,Central African Rep.,CAF,World,All CPCs,All MOTs,TOTAL,All Commodities,384386438 ,384386438,
2019,2019,M,Samoa,WSM,World,All CPCs,All MOTs,TOTAL,All Commodities,390681506 ,390681506,
2015,2015,M,Gambia,GMB,World,All CPCs,All MOTs,TOTAL,All Commodities,391476421 ,391476421.8,
2016,2016,M,Central African Rep.,CAF,World,All CPCs,All MOTs,TOTAL,All Commodities,401319710 ,401319710,
2017,2017,M,Central African Rep.,CAF,World,All CPCs,All MOTs,TOTAL,All Commodities,418721339 ,418721339.4,
2016,2016,M,Solomon Isds,SLB,World,All CPCs,All MOTs,TOTAL,All Commodities,453853633 ,453853633,
2015,2015,M,Central African Rep.,CAF,World,All CPCs,All MOTs,TOTAL,All Commodities,456596903 ,456596903,
2017,2017,M,Gambia,GMB,World,All CPCs,All MOTs,TOTAL,All Commodities,460705804 ,460705804.3,
2015,2015,M,Antigua and Barbuda,ATG,World,All CPCs,All MOTs,TOTAL,All Commodities,465127071 ,465127071,
2015,2015,M,Solomon Isds,SLB,World,All CPCs,All MOTs,TOTAL,All Commodities,465830232 ,465830232,
2018,2018,M,Gambia,GMB,World,All CPCs,All MOTs,TOTAL,All Commodities,466239674 ,466239674.1,
2016,2016,M,Antigua and Barbuda,ATG,World,All CPCs,All MOTs,TOTAL,All Commodities,490525305 ,490525305,
2019,2019,M,Gambia,GMB,World,All CPCs,All MOTs,TOTAL,All Commodities,494031876 ,494031876.3,
2020,2020,M,Gambia,GMB,World,All CPCs,All MOTs,TOTAL,All Commodities,553142583 ,553142583.4,0
2015,2015,M,Burundi,BDI,World,All CPCs,All MOTs,TOTAL,All Commodities,560585346 ,560585346,
2019,2019,M,Antigua and Barbuda,ATG,World,All CPCs,All MOTs,TOTAL,All Commodities,568340063 ,568340063.2,
2018,2018,M,Antigua and Barbuda,ATG,World,All CPCs,All MOTs,TOTAL,All Commodities,569155190 ,569155191,
2017,2017,M,Solomon Isds,SLB,World,All CPCs,All MOTs,TOTAL,All Commodities,571770024 ,571770024.7,
2015,2015,M,Saint Lucia,LCA,World,All CPCs,All MOTs,TOTAL,All Commodities,583428558 ,583428558,
2017,2017,M,Timor-Leste,TLS,World,All CPCs,All MOTs,TOTAL,All Commodities,588047302 ,588047302.4,
2018,2018,M,Solomon Isds,SLB,World,All CPCs,All MOTs,TOTAL,All Commodities,601388529 ,601388529.2,
2015,2015,M,Cabo Verde,CPV,World,All CPCs,All MOTs,TOTAL,All Commodities,603429928 ,603429928.6,
2019,2019,M,Saint Lucia,LCA,World,All CPCs,All MOTs,TOTAL,All Commodities,623792718 ,623792718.1,
2016,2016,M,Burundi,BDI,World,All CPCs,All MOTs,TOTAL,All Commodities,625328492 ,625328492,
2017,2017,M,Antigua and Barbuda,ATG,World,All CPCs,All MOTs,TOTAL,All Commodities,629819171 ,629819171.9,
2017,2017,M,Saint Lucia,LCA,World,All CPCs,All MOTs,TOTAL,All Commodities,663692157 ,663692157.6,
2015,2015,M,Greenland,GRL,World,All CPCs,All MOTs,TOTAL,All Commodities,666810801 ,666810801.3,
2016,2016,M,Saint Lucia,LCA,World,All CPCs,All MOTs,TOTAL,All Commodities,668503690 ,668503690,
2016,2016,M,Cabo Verde,CPV,World,All CPCs,All MOTs,TOTAL,All Commodities,672160140 ,672160140,
2018,2018,M,Saint Lucia,LCA,World,All CPCs,All MOTs,TOTAL,All Commodities,672941162 ,672941162.7,
2016,2016,M,Greenland,GRL,World,All CPCs,All MOTs,TOTAL,All Commodities,733564078 ,733564078.5,
2017,2017,M,Greenland,GRL,World,All CPCs,All MOTs,TOTAL,All Commodities,760311974 ,760311974.7,
2017,2017,M,Burundi,BDI,World,All CPCs,All MOTs,TOTAL,All Commodities,783299126 ,783299126.1,
2020,2020,M,Belize,BLZ,World,All CPCs,All MOTs,TOTAL,All Commodities,787096516 ,787096516.6,
2019,2019,M,Cabo Verde,CPV,World,All CPCs,All MOTs,TOTAL,All Commodities,789705845 ,789705845.7,
2018,2018,M,Burundi,BDI,World,All CPCs,All MOTs,TOTAL,All Commodities,793512239 ,793512239.5,
2017,2017,M,Cabo Verde,CPV,World,All CPCs,All MOTs,TOTAL,All Commodities,793599019 ,793599019.5,
2018,2018,M,Cabo Verde,CPV,World,All CPCs,All MOTs,TOTAL,All Commodities,814604296 ,814604296.8,
2018,2018,M,Greenland,GRL,World,All CPCs,All MOTs,TOTAL,All Commodities,829150195 ,829150195.2,
2019,2019,M,Burundi,BDI,World,All CPCs,All MOTs,TOTAL,All Commodities,887018854 ,887018854.5,
2017,2017,M,Belize,BLZ,World,All CPCs,All MOTs,TOTAL,All Commodities,913130452 ,913130452.9,
2015,2015,M,Cayman Isds,CYM,World,All CPCs,All MOTs,TOTAL,All Commodities,915454381 ,915454381,
2015,2015,M,Bermuda,BMU,World,All CPCs,All MOTs,TOTAL,All Commodities,928900937 ,928900937,
2020,2020,M,Aruba,ABW,World,All CPCs,All MOTs,TOTAL,All Commodities,939286163 ,939286163.3,0
2016,2016,M,Belize,BLZ,World,All CPCs,All MOTs,TOTAL,All Commodities,952493786 ,952493786,
2018,2018,M,Belize,BLZ,World,All CPCs,All MOTs,TOTAL,All Commodities,957739410 ,957739410.9,
2016,2016,M,Sierra Leone,SLE,World,All CPCs,All MOTs,TOTAL,All Commodities,957927386 ,957927386,
2016,2016,M,Bermuda,BMU,World,All CPCs,All MOTs,TOTAL,All Commodities,971429410 ,971429410,
2015,2015,M,Seychelles,SYC,World,All CPCs,All MOTs,TOTAL,All Commodities,975247806 ,975247806,
2019,2019,M,Belize,BLZ,World,All CPCs,All MOTs,TOTAL,All Commodities,985904343 ,985904343.9,
2018,2018,M,Sierra Leone,SLE,World,All CPCs,All MOTs,TOTAL,All Commodities,986898687 ,986898687.8,
2015,2015,M,Belize,BLZ,World,All CPCs,All MOTs,TOTAL,All Commodities,995560655 ,995560655,
2018,2018,M,Bermuda,BMU,World,All CPCs,All MOTs,TOTAL,All Commodities,1070009014 ,1070009015,
2017,2017,M,Sierra Leone,SLE,World,All CPCs,All MOTs,TOTAL,All Commodities,1073617079 ,1073617079,
2017,2017,M,Bermuda,BMU,World,All CPCs,All MOTs,TOTAL,All Commodities,1078213784 ,1078213785,
2016,2016,M,Aruba,ABW,World,All CPCs,All MOTs,TOTAL,All Commodities,1117122531 ,1117122531,
2019,2019,M,Bermuda,BMU,World,All CPCs,All MOTs,TOTAL,All Commodities,1117764475 ,1117764476,
2018,2018,M,Seychelles,SYC,World,All CPCs,All MOTs,TOTAL,All Commodities,1136551339 ,1136551340,
2015,2015,M,Aruba,ABW,World,All CPCs,All MOTs,TOTAL,All Commodities,1165014285 ,1165014285,
2016,2016,M,Suriname,SUR,World,All CPCs,All MOTs,TOTAL,All Commodities,1174910338 ,1174910339,
2017,2017,M,Aruba,ABW,World,All CPCs,All MOTs,TOTAL,All Commodities,1194654491 ,1194654491,
2017,2017,M,Suriname,SUR,World,All CPCs,All MOTs,TOTAL,All Commodities,1209474441 ,1209474442,
2018,2018,M,Aruba,ABW,World,All CPCs,All MOTs,TOTAL,All Commodities,1257869571 ,1257869571,
2015,2015,M,Andorra,AND,World,All CPCs,All MOTs,TOTAL,All Commodities,1293752873 ,1293752873,
2019,2019,M,Aruba,ABW,World,All CPCs,All MOTs,TOTAL,All Commodities,1320097006 ,1320097007,
2017,2017,M,Seychelles,SYC,World,All CPCs,All MOTs,TOTAL,All Commodities,1348462645 ,1348462645,
2016,2016,M,Andorra,AND,World,All CPCs,All MOTs,TOTAL,All Commodities,1354095936 ,1354095937,
2015,2015,M,Lesotho,LSO,World,All CPCs,All MOTs,TOTAL,All Commodities,1409566400 ,1409566401,
2019,2019,M,Seychelles,SYC,World,All CPCs,All MOTs,TOTAL,All Commodities,1437735992 ,1437735993,
2017,2017,M,Andorra,AND,World,All CPCs,All MOTs,TOTAL,All Commodities,1478292965 ,1478292965,
2015,2015,M,Guyana,GUY,World,All CPCs,All MOTs,TOTAL,All Commodities,1484346603 ,1484346604,
2016,2016,M,Lesotho,LSO,World,All CPCs,All MOTs,TOTAL,All Commodities,1485252104 ,1485252104,
2020,2020,M,Barbados,BRB,World,All CPCs,All MOTs,TOTAL,All Commodities,1500813628 ,1500813629,0
2015,2015,M,Eswatini,SWZ,World,All CPCs,All MOTs,TOTAL,All Commodities,1508409898 ,1508409899,
2015,2015,M,French Polynesia,PYF,World,All CPCs,All MOTs,TOTAL,All Commodities,1526806046 ,1526806046,
2018,2018,M,Suriname,SUR,World,All CPCs,All MOTs,TOTAL,All Commodities,1526897522 ,1526897522,
2016,2016,M,Eswatini,SWZ,World,All CPCs,All MOTs,TOTAL,All Commodities,1536545214 ,1536545214,
2019,2019,M,Barbados,BRB,World,All CPCs,All MOTs,TOTAL,All Commodities,1580842477 ,1580842477,
2017,2017,M,Barbados,BRB,World,All CPCs,All MOTs,TOTAL,All Commodities,1599597494 ,1599597495,
2018,2018,M,Barbados,BRB,World,All CPCs,All MOTs,TOTAL,All Commodities,1599911169 ,1599911169,
2018,2018,M,Andorra,AND,World,All CPCs,All MOTs,TOTAL,All Commodities,1609394249 ,1609394249,
2017,2017,M,Eswatini,SWZ,World,All CPCs,All MOTs,TOTAL,All Commodities,1611784444 ,1611784444,
2015,2015,M,Barbados,BRB,World,All CPCs,All MOTs,TOTAL,All Commodities,1617853172 ,1617853172,
2016,2016,M,Barbados,BRB,World,All CPCs,All MOTs,TOTAL,All Commodities,1621269759 ,1621269759,
2016,2016,M,Guyana,GUY,World,All CPCs,All MOTs,TOTAL,All Commodities,1624985848 ,1624985848,
2017,2017,M,Togo,TGO,World,All CPCs,All MOTs,TOTAL,All Commodities,1635573221 ,1635573222,
2016,2016,M,Seychelles,SYC,World,All CPCs,All MOTs,TOTAL,All Commodities,1647989714 ,1647989714,
2019,2019,M,Suriname,SUR,World,All CPCs,All MOTs,TOTAL,All Commodities,1711449892 ,1711449892,
2016,2016,M,Togo,TGO,World,All CPCs,All MOTs,TOTAL,All Commodities,1732404711 ,1732404712,
2015,2015,M,Sierra Leone,SLE,World,All CPCs,All MOTs,TOTAL,All Commodities,1759408505 ,1759408505,
2017,2017,M,Guyana,GUY,World,All CPCs,All MOTs,TOTAL,All Commodities,1761552833 ,1761552833,
2017,2017,M,Niger,NER,World,All CPCs,All MOTs,TOTAL,All Commodities,1761880629 ,1761880629,
2019,2019,M,Eswatini,SWZ,World,All CPCs,All MOTs,TOTAL,All Commodities,1832435797 ,1832435798,
2019,2019,M,Togo,TGO,World,All CPCs,All MOTs,TOTAL,All Commodities,1844416713 ,1844416714,
2018,2018,M,Eswatini,SWZ,World,All CPCs,All MOTs,TOTAL,All Commodities,1857539457 ,1857539458,
2016,2016,M,Niger,NER,World,All CPCs,All MOTs,TOTAL,All Commodities,1863313329 ,1863313330,
2015,2015,M,Togo,TGO,World,All CPCs,All MOTs,TOTAL,All Commodities,1876936660 ,1876936661,
2015,2015,M,Maldives,MDV,World,All CPCs,All MOTs,TOTAL,All Commodities,1896850040 ,1896850040,
2015,2015,M,Suriname,SUR,World,All CPCs,All MOTs,TOTAL,All Commodities,1904483138 ,1904483139,
2018,2018,M,Togo,TGO,World,All CPCs,All MOTs,TOTAL,All Commodities,1907143990 ,1907143990,
2015,2015,M,Montenegro,MNE,World,All CPCs,All MOTs,TOTAL,All Commodities,2050169682 ,2050169682,
2017,2017,M,Lesotho,LSO,World,All CPCs,All MOTs,TOTAL,All Commodities,2065571364 ,2065571365,
2015,2015,M,Fiji,FJI,World,All CPCs,All MOTs,TOTAL,All Commodities,2080875215 ,2080875215,
2016,2016,M,Maldives,MDV,World,All CPCs,All MOTs,TOTAL,All Commodities,2127968569 ,2127968569,
2015,2015,M,Guinea,GIN,World,All CPCs,All MOTs,TOTAL,All Commodities,2138647793 ,2138647793,
2016,2016,M,Mauritania,MRT,World,All CPCs,All MOTs,TOTAL,All Commodities,2173837838 ,2173837838,
2016,2016,M,Malawi,MWI,World,All CPCs,All MOTs,TOTAL,All Commodities,2209814619 ,2209814620,
2019,2019,M,Congo,COG,World,All CPCs,All MOTs,TOTAL,All Commodities,2242427608 ,2242427609,
2016,2016,M,Montenegro,MNE,World,All CPCs,All MOTs,TOTAL,All Commodities,2282529249 ,2282529250,
2015,2015,M,Malawi,MWI,World,All CPCs,All MOTs,TOTAL,All Commodities,2311614378 ,2311614378,
2016,2016,M,Fiji,FJI,World,All CPCs,All MOTs,TOTAL,All Commodities,2316409857 ,2316409857,
2017,2017,M,Maldives,MDV,World,All CPCs,All MOTs,TOTAL,All Commodities,2359606355 ,2359606355,
2015,2015,M,Rwanda,RWA,World,All CPCs,All MOTs,TOTAL,All Commodities,2370138191 ,2370138192,
2020,2020,M,Montenegro,MNE,World,All CPCs,All MOTs,TOTAL,All Commodities,2394119591 ,2394119592,0
2018,2018,M,Guyana,GUY,World,All CPCs,All MOTs,TOTAL,All Commodities,2400461423 ,2400461423,
2017,2017,M,Fiji,FJI,World,All CPCs,All MOTs,TOTAL,All Commodities,2419936788 ,2419936788,
2015,2015,M,Niger,NER,World,All CPCs,All MOTs,TOTAL,All Commodities,2458340984 ,2458340984,
2015,2015,M,Benin,BEN,World,All CPCs,All MOTs,TOTAL,All Commodities,2474735519 ,2474735519,
2020,2020,M,Guyana,GUY,World,All CPCs,All MOTs,TOTAL,All Commodities,2493678904 ,2493678905,0
2015,2015,M,New Caledonia,NCL,World,All CPCs,All MOTs,TOTAL,All Commodities,2529498893 ,2529498893,
2016,2016,M,Rwanda,RWA,World,All CPCs,All MOTs,TOTAL,All Commodities,2546668712 ,2546668712,
2017,2017,M,Malawi,MWI,World,All CPCs,All MOTs,TOTAL,All Commodities,2547041799 ,2547041799,
2017,2017,M,Montenegro,MNE,World,All CPCs,All MOTs,TOTAL,All Commodities,2610535972 ,2610535972,
2016,2016,M,Benin,BEN,World,All CPCs,All MOTs,TOTAL,All Commodities,2630157599 ,2630157599,
2018,2018,M,Niger,NER,World,All CPCs,All MOTs,TOTAL,All Commodities,2645972973 ,2645972974,
2016,2016,M,Brunei Darussalam,BRN,World,All CPCs,All MOTs,TOTAL,All Commodities,2678505864 ,2678505864,
2017,2017,M,Rwanda,RWA,World,All CPCs,All MOTs,TOTAL,All Commodities,2700353144 ,2700353144,
2018,2018,M,Malawi,MWI,World,All CPCs,All MOTs,TOTAL,All Commodities,2706447071 ,2706447071,
2018,2018,M,Fiji,FJI,World,All CPCs,All MOTs,TOTAL,All Commodities,2719590986 ,2719590986,
2019,2019,M,Fiji,FJI,World,All CPCs,All MOTs,TOTAL,All Commodities,2734304428 ,2734304429,
2018,2018,M,Rwanda,RWA,World,All CPCs,All MOTs,TOTAL,All Commodities,2828104496 ,2828104497,
2019,2019,M,Benin,BEN,World,All CPCs,All MOTs,TOTAL,All Commodities,2904571635 ,2904571635,
2016,2016,M,Bahamas,BHS,World,All CPCs,All MOTs,TOTAL,All Commodities,2930861462 ,2930861462,
2019,2019,M,Malawi,MWI,World,All CPCs,All MOTs,TOTAL,All Commodities,2940940382 ,2940940382,
2015,2015,M,Madagascar,MDG,World,All CPCs,All MOTs,TOTAL,All Commodities,2960905154 ,2960905154,
2018,2018,M,Maldives,MDV,World,All CPCs,All MOTs,TOTAL,All Commodities,2961026844 ,2961026844,2628812789
2016,2016,M,Madagascar,MDG,World,All CPCs,All MOTs,TOTAL,All Commodities,2971710042 ,2971710042,2659591506
2015,2015,M,Burkina Faso,BFA,World,All CPCs,All MOTs,TOTAL,All Commodities,2979784874 ,2979784874,
2018,2018,M,Montenegro,MNE,World,All CPCs,All MOTs,TOTAL,All Commodities,3002864021 ,3002864022,
2017,2017,M,Benin,BEN,World,All CPCs,All MOTs,TOTAL,All Commodities,3060069912 ,3060069913,
2017,2017,M,Brunei Darussalam,BRN,World,All CPCs,All MOTs,TOTAL,All Commodities,3084533899 ,3084533900,
2015,2015,M,Bahamas,BHS,World,All CPCs,All MOTs,TOTAL,All Commodities,3161314272 ,3161314272,
2018,2018,M,Mauritania,MRT,World,All CPCs,All MOTs,TOTAL,All Commodities,3183164116 ,3183164116,
2019,2019,M,Rwanda,RWA,World,All CPCs,All MOTs,TOTAL,All Commodities,3195163442 ,3195163442,
2016,2016,M,Armenia,ARM,World,All CPCs,All MOTs,TOTAL,All Commodities,3218457706 ,3218457706,
2015,2015,M,Brunei Darussalam,BRN,World,All CPCs,All MOTs,TOTAL,All Commodities,3229077312 ,3229077312,
2015,2015,M,Armenia,ARM,World,All CPCs,All MOTs,TOTAL,All Commodities,3256964792 ,3256964792,
2018,2018,M,Benin,BEN,World,All CPCs,All MOTs,TOTAL,All Commodities,3278030278 ,3278030278,
2018,2018,M,Yemen,YEM,World,All CPCs,All MOTs,TOTAL,All Commodities,3309026257 ,3309026258,
2016,2016,M,Mongolia,MNG,World,All CPCs,All MOTs,TOTAL,All Commodities,3339603834 ,3339603834,
2016,2016,M,Burkina Faso,BFA,World,All CPCs,All MOTs,TOTAL,All Commodities,3342727115 ,3342727115,
2016,2016,M,Guinea,GIN,World,All CPCs,All MOTs,TOTAL,All Commodities,3463051094 ,3463051094,
2017,2017,M,Bahamas,BHS,World,All CPCs,All MOTs,TOTAL,All Commodities,3477450224 ,3477450224,
2018,2018,M,Congo,COG,World,All CPCs,All MOTs,TOTAL,All Commodities,3485609079 ,3485609080,
2019,2019,M,Mauritania,MRT,World,All CPCs,All MOTs,TOTAL,All Commodities,3519829183 ,3519829184,
2017,2017,M,Mauritania,MRT,World,All CPCs,All MOTs,TOTAL,All Commodities,3522418198 ,3522418198,
2018,2018,M,Bahamas,BHS,World,All CPCs,All MOTs,TOTAL,All Commodities,3523973184 ,3523973184,
2017,2017,M,Madagascar,MDG,World,All CPCs,All MOTs,TOTAL,All Commodities,3658005536 ,3658005536,3286001585
2015,2015,M,Mauritania,MRT,World,All CPCs,All MOTs,TOTAL,All Commodities,3703430162 ,3703430163,
2017,2017,M,Burkina Faso,BFA,World,All CPCs,All MOTs,TOTAL,All Commodities,3717113992 ,3717113993,
2015,2015,M,Lao People's Dem. Rep.,LAO,World,All CPCs,All MOTs,TOTAL,All Commodities,3778389213 ,3778389213,
2015,2015,M,Mongolia,MNG,World,All CPCs,All MOTs,TOTAL,All Commodities,3796591418 ,3796591418,
2016,2016,M,Kyrgyzstan,KGZ,World,All CPCs,All MOTs,TOTAL,All Commodities,3844473299 ,3844473299,
2016,2016,M,Mali,MLI,World,All CPCs,All MOTs,TOTAL,All Commodities,3845404761 ,3845404761,
2017,2017,M,Armenia,ARM,World,All CPCs,All MOTs,TOTAL,All Commodities,3893454903 ,3893454903,
2019,2019,M,Madagascar,MDG,World,All CPCs,All MOTs,TOTAL,All Commodities,3944263148 ,,3944263148
2015,2015,M,Rep. of Moldova,MDA,World,All CPCs,All MOTs,TOTAL,All Commodities,3986820641 ,3986820641,
2016,2016,M,Rep. of Moldova,MDA,World,All CPCs,All MOTs,TOTAL,All Commodities,4020359283 ,4020359283,
2015,2015,M,Kyrgyzstan,KGZ,World,All CPCs,All MOTs,TOTAL,All Commodities,4068083799 ,4068083799,
2018,2018,M,Madagascar,MDG,World,All CPCs,All MOTs,TOTAL,All Commodities,4081653524 ,4081653525,
2016,2016,M,Lao People's Dem. Rep.,LAO,World,All CPCs,All MOTs,TOTAL,All Commodities,4107068454 ,4107068454,
2018,2018,M,Brunei Darussalam,BRN,World,All CPCs,All MOTs,TOTAL,All Commodities,4164052430 ,4164052431,
2019,2019,M,Burkina Faso,BFA,World,All CPCs,All MOTs,TOTAL,All Commodities,4252948090 ,4252948090,
2018,2018,M,Burkina Faso,BFA,World,All CPCs,All MOTs,TOTAL,All Commodities,4295841213 ,4295841213,
2015,2015,M,Albania,ALB,World,All CPCs,All MOTs,TOTAL,All Commodities,4320219367 ,4320219367,
2017,2017,M,Mali,MLI,World,All CPCs,All MOTs,TOTAL,All Commodities,4336565281 ,4336565282,
2017,2017,M,Mongolia,MNG,World,All CPCs,All MOTs,TOTAL,All Commodities,4337319902 ,4337319902,
2015,2015,M,Mauritius,MUS,World,All CPCs,All MOTs,TOTAL,All Commodities,4458341503 ,4458341503,
2017,2017,M,Kyrgyzstan,KGZ,World,All CPCs,All MOTs,TOTAL,All Commodities,4487291617 ,4487291617,
2020,2020,M,Armenia,ARM,World,All CPCs,All MOTs,TOTAL,All Commodities,4541430452 ,4541430452,0
